"Lizenzliste: Walter de Gruyter Online-Zeitschriften LLH1 AL [EZB-NALFK-00448]"			 			 			 			 			 	
"Datum: 11.10.2018 um 12:40 Uhr"			 			 			 			 			 	
"Typ der Lizenzen: Alle angezeigten Lizenzen"			 			 			 			 			 	
 			 			 			 			 			 	
"EZB-Id"	"Titel"	"Verlag"	"Fach"	"E-ISSN"	"P-ISSN"	"ZDB-Nummer"	"FrontdoorURL"	"Link zur Zeitschrift"	"erstes Jahr"	"erstes volume"	"erstes issue"	"letztes Jahr"	"letztes volume"	"letztes issue"	"Embargo"	"Schlagworte"
40709	"Theoretical Linguistics"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1613-4060"	"0301-4428"	"2138360-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=40709"	"http://www.degruyter.com/view/j/thli?recentIssue=true"	1974	1						"Allgemeine Linguistik"
123166	"Trends in Classics"	"de Gruyter"	"Klassische Philologie. Byzantinistik. Mittellateinische und neugriechische Philologie. Neulatein"	"1866-7481"	"1866-7473"	"2502684-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=123166"	"http://www.degruyter.com/view/j/tcs?recentIssue=true"	2009	1						"Klassische Philologie"
206782	"Wiener Jahrbuch für Kunstgeschichte"	"Böhlau ; De Gruyter"	"Kunstgeschichte"	"2307-2962"	"0083-9981"	"2707044-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=206782"	"http://www.degruyter.com/view/j/wjk?recentIssue=true"	1923	2						"Kunstgeschichte Österreich"
140259	"Wittgenstein-Studien"	"de Gruyter"	"Philosophie"	"1868-7458"	"1868-7431"	"2573233-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=140259"	"http://www.degruyter.com/view/j/wgst?recentIssue=true"	2010	1						"Philosophie der Neuzeit"
225293	"Yearbook for European Jewish Literature Studies"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	""	"2196-6257"	"2802800-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=225293"	"http://www.degruyter.com/view/j/yejls?recentIssue=true"	2014	1						"Jüdische Literatur"
151155	"Yearbook of Phraseology"	"Mouton de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"1868-6338"	"1868-632X"	"2592846-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=151155"	"http://www.degruyter.com/view/j/yop?recentIssue=true"	2010							"Semiotik"
172118	"Yearbook of the German Cognitive Linguistics Association"	"de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"2197-2796"	""	"2645972-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=172118"	"http://www.degruyter.com/view/j/gcla?recentIssue=true"	2013	1						"Allgemeine Linguistik"
198780	"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte. Germanistische Abteilung (Formerly: Zeitschrift für Rechtsgeschichte)"	"Böhlau ; De Gruyter"	"Rechtswissenschaft"	"2304-4861"	"0323-4045"	"2727342-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=198780"	"http://www.degruyter.com/view/j/zrgga?recentIssue=true"	1861	1						"Rechtsgeschichte"
198781	"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte. Kanonistische Abteilung "	"Böhlau ; De Gruyter"	"Rechtswissenschaft"	"2304-4896"	"0323-4142"	"2727343-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=198781"	"http://www.degruyter.com/view/j/zrgka?recentIssue=true"	1911	1						"Rechtsgeschichte"
198782	"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte. Romanistische Abteilung "	"Böhlau ; De Gruyter"	"Rechtswissenschaft"	"2304-4934"	"0323-4096"	"2727348-9"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=198782"	"http://www.degruyter.com/view/j/zrgra?recentIssue=true"	1880	1						"Rechtsgeschichte"
145655	"Zeitschrift für Angewandte Linguistik (ZfAL)"	"Mouton de Gruyter"	"Allgemeine und vergleichende Sprach- und Literaturwissenschaft. Indogermanistik. Außereuropäische Sprachen und Literaturen"	"2190-0191"	"1433-9889"	"2445275-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=145655"	"http://www.degruyter.com/view/j/zfal?recentIssue=true"	2010							"Allgemeine Linguistik"
215225	"Zeitschrift für Anglistik und Amerikanistik (ZAA)"	"de Gruyter"	"Anglistik. Amerikanistik"	"2196-4726"	"0044-2305"	"2075348-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=215225"	"http://www.degruyter.com/view/j/zaa?recentIssue=true"	2004	52						"Allgemeine Anglistik;Amerikanistik"
12664	"Zeitschrift für Antikes Christentum (ZAC)"	"de Gruyter"	"Geschichte;Theologie und Religionswissenschaft"	"1612-961X"	"0949-9571"	"2049668-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=12664"	"http://www.degruyter.com/view/j/zach?recentIssue=true"	1997	1						"Christentum;Religionsgeschichte"
46992	"Zeitschrift für Assyriologie und Vorderasiatische Archäologie (Formerly: Zeitschrift für Assyriologie und verwandte Gebiete)"	"de Gruyter"	"Archäologie"	"1613-1150"	"0084-5299"	"2050020-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=46992"	"http://www.degruyter.com/view/j/zava?recentIssue=true"	1886	1						"Vorderer Orient;Orientalistik"
103143	"Zeitschrift für celtische Philologie (ZcP)"	"Niemeyer ; de Gruyter"	"Anglistik. Amerikanistik"	"1865-889X"	"0084-5302"	"2416195-0"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=103143"	"http://www.degruyter.com/view/j/zcph?recentIssue=true"	1897	1						"Keltologie"
10573	"Zeitschrift für die Alttestamentliche Wissenschaft (ZATW)"	"de Gruyter"	"Theologie und Religionswissenschaft"	"1613-0103"	"0044-2526"	"2049660-6"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=10573"	"http://www.degruyter.com/view/j/zatw?recentIssue=true"	1881	1						"Alttestamentliche Theologie"
40711	"Zeitschrift für die Gesamte Strafrechtswissenschaft (ZStW)"	"de Gruyter"	"Rechtswissenschaft"	"1612-703X"	"0084-5310"	"2138296-7"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=40711"	"http://www.degruyter.com/view/j/zstw?recentIssue=true"	1881	1						"Strafrecht"
11489	"Zeitschrift für die Neutestamentliche Wissenschaft (ZNW) (formerly: Zeitschrift für die neutestamentliche Wissenschaft und die Kunde des Urchristentums; Zeitschrift für die neutestamentliche Wissenschaft und die Kunde der älteren Kirche) "	"de Gruyter"	"Theologie und Religionswissenschaft"	"1613-009X"	"0044-2615"	"2049651-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=11489"	"http://www.degruyter.com/view/j/zntw?recentIssue=true"	1900	1						"Neutestamentliche Theologie"
10079	"Zeitschrift für Germanistische Linguistik (ZGL)"	"de Gruyter"	"Germanistik. Niederländische Philologie. Skandinavistik"	"1613-0626"	"0301-3294"	"2045557-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=10079"	"http://www.degruyter.com/view/j/zfgl?recentIssue=true"	1973	1						"Germanistische Linguistik"
215551	"Zeitschrift für kritische Sozialtheorie und Philosophie "	"de Gruyter"	"Philosophie;Soziologie"	"2194-5640"	"2194-5632"	"2765773-5"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=215551"	"http://www.degruyter.com/view/j/zksp?recentIssue=true"	2014	1						"Sozialtheorie"
228651	"Zeitschrift für Kulturmanagement "	"De Gruyter ; Transcript"	"Wirtschaftswissenschaften"	"2363-5533"	"2363-5525"	"2812081-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=228651"	"http://www.degruyter.com/view/j/zkmm?recentIssue=true"	2015	1						"Kulturmanagement"
40864	"Zeitschrift für Neuere Theologiegeschichte (ZNThG) = Journal for the History of Modern Theology (JHMTh)"	"de Gruyter"	"Theologie und Religionswissenschaft"	"1612-9776"	"0943-7592"	"2050028-2"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=40864"	"http://www.degruyter.com/view/j/znth?recentIssue=true"	1994	1						"Religionsgeschichte"
216183	"Zeitschrift für Pädagogik und Theologie "	"de Gruyter"	"Theologie und Religionswissenschaft"	"2366-7796"	"1437-7160"	"2770480-4"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=216183"	"http://www.degruyter.com/view/j/zpt?recentIssue=true"	2005	57	2					"Religionspädagogik"
186193	"Zeitschrift für Religionswissenschaft"	"de Gruyter"	"Theologie und Religionswissenschaft"	"2194-508X"	"0943-8610"	"2051569-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=186193"	"http://www.degruyter.com/view/j/zfr?recentIssue=true"	1993	1						"Allgemeine Religionswissenschaften"
103186	"Zeitschrift für Romanische Philologie (ZrP)"	"de Gruyter"	"Romanistik"	"1865-9063"	"0049-8661"	"2425215-3"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=103186"	"http://www.degruyter.com/view/j/zrph?recentIssue=true"	1877	1						"Allgemeine Romanistik"
40481	"Zeitschrift für Unternehmens- und Gesellschaftsrecht (ZGR)"	"de Gruyter"	"Rechtswissenschaft"	"1612-7048"	"0340-2479"	"2137403-X"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=40481"	"http://www.degruyter.com/view/j/zgre?recentIssue=true"	1972	1						"Wirtschaftsrecht"
39651	"Zeitschrift für Unternehmensgeschichte (ZUG)"	"De Gruyter (formerly C.H. Beck)"	"Geschichte;Wirtschaftswissenschaften"	"2367-2293"	"0342-2852"	"2130742-8"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=39651"	"http://www.degruyter.com/view/j/zug?recentIssue=true"	1995	40						"Wirtschaftsgeschichte"
197968	"Zeitschrift für Wirtschaftsgeographie = German Journal of Economic Geography"	"De Gruyter, formerly: Buchenverlag"	"Geographie"	"2365-7693"	"0044-3751"	"2717039-1"	"http://ezb.uni-regensburg.de/detail.phtml?bibid=NALFK&jour_id=197968"	"http://www.degruyter.com/view/j/zfw?recentIssue=true"	1995	39						"Wirtschaftsgeographie"
