v. Bodelschwinghsche Stiftungen Bethel - Zentrale Bibliothek	v. Bodelschwinghsche Stiftungen Bethel
Weierstraß-Institut für Angewandte Analysis und Stochastik Leibniz-Institut im Forschungsverbund Berlin e.V. (WIAS)	Weierstraß-Institut fu.r Angewandte Analysis und Stochastik
Weierstraß-Institut für Angewandte Analysis und Stochastik Leibniz-Institut im Forschungsverbund Berlin e.V. (WIAS)	Institut fu.r Angewandte Analysis und Stochastik
Weierstraß-Institut für Angewandte Analysis und Stochastik Leibniz-Institut im Forschungsverbund Berlin e.V. (WIAS)	Weierstrass-Institut fu.r Angewandte Analysis und Stochastik
Wilhelm Löhe Hochschule	Wilhelm-Lo.he-Hochschule fu.r Angewandte Wissenschaften
Wissenschaftskolleg zu Berlin	Wissenschaftskolleg zu Berlin
Wissenschaftszentrum Berlin für Sozialforschung, Berlin	Wissenschaftszentrum Berlin fu.r Sozialforschung
Württembergische Landesbibliothek Stuttgart	Wu.rttembergische Landesbibliothek
ZB MED - Leibniz-Informationszentrum Lebenswissenschaften / ; Medizinische Abteilung der USB Köln	ZB MED - Leibniz-Informationszentrum Lebenswissenschaften
ZBW - Leibniz-Informationszentrum Wirtschaft - Standort Hamburg	Deutsche Zentralbibliothek fu.r Wirtschaftswissenschaften
ZBW -  Leibniz-Informationzentrum Wirtschaft - Standort Kiel	Deutsche Zentralbibliothek fu.r Wirtschaftswissenschaften
Zentralbibliothek der Fachhochschule Kiel	Fachhochschule Kiel
Zentralbibliothek der Sportwissenschaften der Deutschen Sporthochschule Köln	Deutsche Sporthochschule Ko.ln
Zentrale Hochschulbibliothek Flensburg	Hochschule Flensburg
Zentrale Hochschulbibliothek Lübeck	Universita.t zu Lu.beck
Zentrale Hochschulbibliothek Lübeck	Medizinische Universita.t zu Lu.beck
Zentralinstitut für Kunstgeschichte - Bibliothek	Zentralinstitut fu.r Kunstgeschichte
Zentral- und Landesbibliothek Berlin	Zentral- und Landesbibliothek Berlin
Zuse Institute Berlin (ZIB), Bibliothek	Zuse Institute Berlin
