ISIL	EZB-Id	City	Name	Stocksize
               	FHOOE	Wels - Steyr - Linz - Hagenberg	FH Oberösterreich Studienbetriebs GmbH	n/a
DE-527         	HSH	Wernigerode	Bibliothek der Hochschule Harz in Wernigerode und Halberstadt	100001-300000
AT-AKW         	AKW	Wien	AK Bibliothek Wien für Sozialwissenschaften	n/a
AT-OeAW-BA     	OEAW	Wien	Bibliothek der Österreichischen Akademie der Wissenschaften	n/a
               	WIFO	Wien	Bibliothek des Österreichischen Instituts für Wirtschaftsforschung (WIFO)	n/a
               	FBVA	Wien	Bundesforschungs- und Ausbildungszentrum für Wald, Naturgefahren und Landschaft (BFW)	n/a
               	OEFSE	Wien	C3-Bibliothek für Entwicklungspolitik	n/a
               	BFIVI	Wien	Fachhochschule des BFI Wien	n/a
               	FHTWI	Wien	Fachhochschule Technikum Wien / Bibliothek	n/a
               	FPFS	Wien	FernFH Bibliothek	n/a
               	FHCAW	Wien	FH Campus Wien	n/a
               	FKW	Wien	FHWien der Wirtschaftskammer Wien	n/a
AT-GDAeW       	GAW	Wien	Gesellschaft der Ärzte in Wien (GDA)	n/a
               	IHS	Wien	Institut für Höhere Studien (IHS) Wien	n/a
               	IMP	Wien	Max Perutz Library, Wien	n/a
AT-OeNB        	ONB	Wien	Österreichische Nationalbibliothek	n/a
               	PHWIE	Wien	Pädagogische Hochschule Wien	n/a
               	SFU	Wien	Sigmund Freud Privatuniversität - Bibliothek	n/a
AT-UBTUW-HB    	UBTUW	Wien	TU Wien Bibliothek	n/a
AT-UBBW-HB     	BOKU	Wien	Universitätsbibliothek Bodenkultur Wien	n/a
AT-UBABW       	UABK	Wien	Universitätsbibliothek der Akademie der bildenden Künste Wien	n/a
AT-UBVUW-UB    	VMUW	Wien	Universitätsbibliothek der Vetmeduni Vienna	n/a
AT-UBWW-HB     	UBWUW	Wien	Universitätsbibliothek der Wirtschaftsuniversität Wien	n/a
AT-UBMUW-100   	ZBMW	Wien	Universitätsbibliothek MedUni Wien	n/a
AT-UBAW        	UBAKW	Wien	Universitätsbibliothek Universität für angewandte Kunst Wien	n/a
AT-UBW-002     	UBWI	Wien	Universitätsbibliothek Wien	n/a
               	FHWN	Wiener Neustadt	Fachhochschule Wiener Neustadt für Wirtschaft und Technik	n/a
DE-2378        	BKZ	Wiesbaden	Bibliothek der Kriminologischen Zentralstelle e.V., Wiesbaden	10001-30000
               	EBS	Wiesbaden	EBS Universität für Wirtschaft und Recht	n/a
DE-282         	STATI	Wiesbaden	Statistisches Bundesamt, Bibliothek	1000001-
DE-43          	HLB	Wiesbaden, Rüsselsheim	Hochschul- und Landesbibliothek RheinMain	300001-1000000
DE-526         	TFHW	Wildau	Technische Hochschule Wildau - Bibliothek	30001-100000
DE-839         	FHWOE	Wilhelmshaven	Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth, Hochschulbibliothek	30001-100000
               	FHNW	Windisch	FHNW, Fachhochschule Nordwestschweiz	n/a
               	KSWCH	Winterthur	Ärzte- und Pflegefachbibliothek Kantonsspital Winterthur	n/a
               	ZHAW	Winterthur	ZHAW Hochschulbibliothek Winterthur / Zürich / Wädenswil	n/a
DE-Wis1        	HSHWI	Wismar	Hochschulbibliothek Wismar	100001-300000
DE-1018        	UNIWH	Witten/Herdecke	Universitätsbibliothek Witten/Herdecke	30001-100000
DE-916         	FHWF	Wolfenbüttel	Bibliothek der Ostfalia Hochschule für angewandte Wissenschaften	100001-300000
DE-23          	HAB	Wolfenbüttel	Herzog August Bibliothek, Wolfenbüttel	300001-1000000
DE-1117        	FHWO	Worms	Hochschulbibliothek Worms	30001-100000
DE-Ba4         	THZW	Wuppertal	Hochschul- und Landeskirchenbibliothek Wuppertal	100001-300000
DE-468         	UBWUP	Wuppertal	Universitätsbibliothek Wuppertal	1000001-
DE-W78S        	FRISC	Würzburg	Bibliothek des Fraunhofer-Instituts für Silicatforschung	5001-10000
DE-20          	UBW	Würzburg	Universitätsbibliothek Würzburg	1000001-
DE-863         	FHBWS	Würzburg-Schweinfurt	Hochschulbibliothek Würzburg-Schweinfurt	30001-100000
DE-Zi4         	HZG	Zittau/Görlitz	Hochschulbibliothek der Hochschule Zittau/Görlitz	100001-300000
               	EHB	Zollikofen	Bibliotheken EHB (Standorte Lausanne, Lugano und Zollikofen)	n/a
               	SSWZ	Zürich	Bibliothek Stadtspital Waid Zürich	n/a
               	IHH	Zürich	Interkantonale Hochschule für Heilpädagogik, Bibliothek, Zürich	n/a
               	SSTZ	Zürich	Stadtspital Triemli Zürich, Medizinische Bibliothek	n/a
               	UNIZH	Zürich	Universität Zürich / Zentralbibliothek Zürich	n/a
               	ZHK	Zürich	Zürcher Hochschule der Künste - Medien- und Informationszentrum MIZ	n/a
DE-Zwi2        	WHZ	Zwickau	Hochschulbibliothek der WH Zwickau	100001-300000
